min,median,mean,max,stddev,config,bench
sksl_compiler_baseline: 15264 bytes
sksl_compiler_gpu: 411696 bytes
sksl_compiler_graphite: 1177152 bytes
sksl_compiler_compute: 20320 bytes
sksl_binary_size_gpu: 22605 bytes
sksl_binary_size_graphite: 29961 bytes
sksl_binary_size_compute: 507 bytes
6.10425,6.16779,6.15612,6.21646,0.604168,grmtl,patch_normal_meshlines_3.000000x3.000000
1.49642,1.50511,1.50748,1.53809,0.812871,grmtl,patch_normal_colors_texs_1.000000x1.000000
0.905868,0.915653,0.912943,0.923702,0.668662,grmtl,patch_normal_texs_1.000000x1.000000
1.28546,1.29927,1.3051,1.35593,1.48112,grmtl,patch_normal_colors_1.000000x1.000000
0.706625,0.71112,0.711344,0.721156,0.632464,grmtl,patch_normal_meshlines_1.000000x1.000000
0.134785,0.135894,0.135971,0.137873,0.756811,grmtl,patch_normal_colors_texs_0.100000x0.100000
0.0841563,0.0848507,0.0847549,0.0852486,0.38771,grmtl,patch_normal_texs_0.100000x0.100000
0.115072,0.116652,0.116314,0.117866,0.759333,grmtl,patch_normal_colors_0.100000x0.100000
0.0665822,0.0671222,0.0669869,0.0675313,0.473661,grmtl,patch_normal_meshlines_0.100000x0.100000
0.0148414,0.015021,0.0149795,0.0151288,0.652863,grmtl,morph_0_none
0.387601,0.400744,0.40144,0.437804,3.85046,grmtl,morph_1.50_dilate
0.37358,0.391199,0.388584,0.409138,3.40067,grmtl,morph_1.50_erode
0.38025,0.402651,0.39891,0.428051,4.02787,grmtl,morph_10_dilate
0.360314,0.396189,0.388946,0.404593,3.55802,grmtl,morph_10_erode
0.378413,0.390026,0.393448,0.421599,3.5542,grmtl,morph_2_dilate
0.339649,0.366813,0.363687,0.377559,3.41956,grmtl,morph_2_erode
0.192755,0.201774,0.200248,0.206088,2.27125,grmtl,merge_large
0.193227,0.197505,0.199585,0.207608,2.5845,grmtl,merge_small
0.324945,0.360956,0.353646,0.391776,7.01921,grmtl,matrixconvolution_bigKernel_decal_noConvolveAlpha
1.8865,1.92032,1.91559,1.95075,1.14731,grmtl,matrixconvolution_bigKernel_decal
1.77896,1.91549,1.91534,1.99485,3.3029,grmtl,matrixconvolution_bigKernel_mirror
1.83333,1.9359,1.9227,1.95824,2.00967,grmtl,matrixconvolution_bigKernel_repeat
1.77126,1.93099,1.91488,1.96656,2.88563,grmtl,matrixconvolution_bigKernel_clamp
0.287382,0.308904,0.30638,0.320919,3.64023,grmtl,matrixconvolution_decal_noConvolveAlpha
0.290853,0.3146,0.31478,0.340228,4.40081,grmtl,matrixconvolution_decal
0.295245,0.312807,0.316383,0.352172,5.28031,grmtl,matrixconvolution_mirror
0.302343,0.322341,0.320767,0.338623,3.04821,grmtl,matrixconvolution_repeat
0.295571,0.32639,0.319605,0.337824,4.45029,grmtl,matrixconvolution_clamp
2.78133,2.79285,2.79843,2.82067,0.53703,grmtl,lines_1_AA
2.78425,2.8041,2.80419,2.82152,0.448413,grmtl,lines_0.5_AA
2.7741,2.79965,2.79547,2.81465,0.571703,grmtl,lines_0_AA
2.7764,2.80598,2.80172,2.84642,0.739299,grmtl,lines_1_BW
2.77423,2.79642,2.79601,2.81581,0.566027,grmtl,lines_0_BW
0.273504,0.283888,0.281848,0.292204,2.31822,grmtl,lightingspotlitspecular_large
0.270875,0.287785,0.285481,0.301485,3.43449,grmtl,lightingspotlitspecular_small
0.26077,0.286546,0.282941,0.299903,4.61388,grmtl,lightingdistantlitspecular_large
0.27134,0.285752,0.284196,0.291063,2.16287,grmtl,lightingdistantlitspecular_small
0.258248,0.277851,0.277509,0.295423,3.61348,grmtl,lightingpointlitspecular_large
0.266881,0.277562,0.279075,0.298015,3.92694,grmtl,lightingpointlitspecular_small
0.2572,0.288774,0.284289,0.312456,6.36395,grmtl,lightingspotlitdiffuse_large
0.270887,0.280477,0.280547,0.288766,2.00356,grmtl,lightingspotlitdiffuse_small
0.269632,0.285237,0.28245,0.289704,2.56404,grmtl,lightingdistantlitdiffuse_large
0.286318,0.394615,0.451293,0.811266,42.4102,grmtl,lightingdistantlitdiffuse_small
0.282507,0.301507,0.298825,0.311491,3.15571,grmtl,lightingpointlitdiffuse_large
0.28401,0.297157,0.300869,0.341647,5.56812,grmtl,lightingpointlitdiffuse_small
1.33498,1.41874,1.42102,1.51151,4.07349,grmtl,image_filter_xfermode_in
0.829035,0.87416,0.867887,0.938507,3.65187,grmtl,image_filter_displaced_blur
0.798857,0.828256,0.836447,0.911458,3.76852,grmtl,image_make_with_filter_dag
0.889021,0.934625,0.935814,0.986472,3.30778,grmtl,image_filter_dag
20.3537,20.4757,20.4573,20.5278,0.267767,grmtl,image_filter_collapse_matrix
21.4646,22.763,23.8122,32.9262,14.8871,grmtl,image_filter_collapse_table
5.82174e-05,6.01377e-05,5.98795e-05,6.21632e-05,2.64329,grmtl,imagecache
0.0151942,0.0154805,0.0155645,0.0161785,2.20856,grmtl,hardstop_special_500x500_centered
0.0140486,0.0143061,0.0143002,0.0145539,1.11335,grmtl,hardstop_special_400x400_centered
0.0134669,0.0136252,0.0136201,0.0138131,0.777911,grmtl,hardstop_special_300x300_centered
0.0128826,0.0130619,0.0130492,0.013196,0.686981,grmtl,hardstop_special_200x200_centered
0.0125546,0.0128078,0.0128576,0.0136638,2.36398,grmtl,hardstop_special_100x100_centered
0.0151382,0.0156046,0.0155354,0.016157,2.27689,grmtl,hardstop_special_500x500_011
0.0140388,0.0142123,0.0141773,0.0143351,0.664483,grmtl,hardstop_special_400x400_011
0.0133563,0.0135972,0.0135884,0.0137146,0.747051,grmtl,hardstop_special_300x300_011
0.0128585,0.0131132,0.013225,0.0138106,2.46841,grmtl,hardstop_special_200x200_011
0.0126743,0.0127315,0.0127327,0.0128028,0.318861,grmtl,hardstop_special_100x100_011
0.015053,0.0152396,0.0152202,0.0153975,0.728281,grmtl,hardstop_special_500x500_001
0.0140085,0.0141876,0.0142283,0.0145505,1.20668,grmtl,hardstop_special_400x400_001
0.0134064,0.0135867,0.0135972,0.0138493,1.08627,grmtl,hardstop_special_300x300_001
0.0128591,0.013011,0.0130135,0.0131708,0.716355,grmtl,hardstop_special_200x200_001
0.0126032,0.01269,0.0127119,0.0129226,0.901701,grmtl,hardstop_special_100x100_001
0.0155835,0.0157283,0.0157723,0.0160275,0.962122,grmtl,hardstop_scale_num_hard_stops_100_colors_050_hard_stops
0.0156116,0.015756,0.0157373,0.0158729,0.534449,grmtl,hardstop_scale_num_hard_stops_100_colors_025_hard_stops
0.0157938,0.0170449,0.0167465,0.0177503,3.95552,grmtl,hardstop_scale_num_hard_stops_100_colors_001_hard_stops
0.0153265,0.0161003,0.0160044,0.0172183,4.03223,grmtl,hardstop_scale_num_hard_stops_050_colors_025_hard_stops
0.0153668,0.0155831,0.0156134,0.016272,1.75117,grmtl,hardstop_scale_num_hard_stops_050_colors_010_hard_stops
0.0154101,0.0161081,0.016165,0.0170547,3.82973,grmtl,hardstop_scale_num_hard_stops_050_colors_001_hard_stops
0.015159,0.015797,0.0156693,0.0161974,2.25198,grmtl,hardstop_scale_num_hard_stops_020_colors_010_hard_stops
0.0153212,0.0155751,0.0155917,0.0159159,1.31846,grmtl,hardstop_scale_num_hard_stops_020_colors_005_hard_stops
0.0152472,0.0155532,0.0155255,0.01598,1.32472,grmtl,hardstop_scale_num_hard_stops_020_colors_001_hard_stops
0.0153572,0.0154662,0.0155451,0.016048,1.31902,grmtl,hardstop_scale_num_hard_stops_010_colors_005_hard_stops
0.015286,0.0154886,0.0155039,0.0157434,1.03143,grmtl,hardstop_scale_num_hard_stops_010_colors_002_hard_stops
0.015144,0.0153591,0.0154614,0.0160494,1.90093,grmtl,hardstop_scale_num_hard_stops_010_colors_001_hard_stops
0.0156401,0.0157991,0.0159003,0.0169445,2.44053,grmtl,hardstop_scale_num_colors_mirror_100_colors
0.0153583,0.0156562,0.0157616,0.0163319,2.6334,grmtl,hardstop_scale_num_colors_mirror_050_colors
0.0154011,0.0158854,0.0161247,0.017694,5.0158,grmtl,hardstop_scale_num_colors_mirror_025_colors
0.0157146,0.0184376,0.019319,0.0269602,19.0053,grmtl,hardstop_scale_num_colors_mirror_010_colors
0.015021,0.0151157,0.0151247,0.0153202,0.559045,grmtl,hardstop_scale_num_colors_mirror_005_colors
0.0149943,0.0151892,0.015147,0.0153251,0.839053,grmtl,hardstop_scale_num_colors_mirror_004_colors
0.0151574,0.0154072,0.0153535,0.0156281,0.920561,grmtl,hardstop_scale_num_colors_mirror_003_colors
0.0156401,0.0157205,0.0157455,0.0159191,0.525565,grmtl,hardstop_scale_num_colors_repeat_100_colors
0.0153614,0.0154794,0.0154857,0.0156646,0.564222,grmtl,hardstop_scale_num_colors_repeat_050_colors
0.0152091,0.0153322,0.0153127,0.0154378,0.531795,grmtl,hardstop_scale_num_colors_repeat_025_colors
0.0151159,0.0152321,0.0152055,0.0152628,0.3399,grmtl,hardstop_scale_num_colors_repeat_010_colors
0.0150239,0.0152778,0.0154378,0.0163509,2.80173,grmtl,hardstop_scale_num_colors_repeat_005_colors
0.014988,0.0151327,0.0151644,0.0153289,0.749859,grmtl,hardstop_scale_num_colors_repeat_004_colors
0.0153623,0.0154565,0.0154755,0.0156491,0.590721,grmtl,hardstop_scale_num_colors_repeat_003_colors
0.0158597,0.0159904,0.0159939,0.0161607,0.594045,grmtl,hardstop_scale_num_colors_clamp_100_colors
0.0156715,0.0157524,0.0157732,0.0158865,0.492883,grmtl,hardstop_scale_num_colors_clamp_050_colors
0.0155684,0.0156869,0.0156754,0.0158165,0.538086,grmtl,hardstop_scale_num_colors_clamp_025_colors
0.0154374,0.0155499,0.0155284,0.015602,0.383193,grmtl,hardstop_scale_num_colors_clamp_010_colors
0.0159299,0.0161423,0.0160997,0.0162481,0.674206,grmtl,hardstop_scale_num_colors_clamp_005_colors
0.0150261,0.0151279,0.0151654,0.0153496,0.737374,grmtl,hardstop_scale_num_colors_clamp_004_colors
0.0150969,0.0151561,0.0151424,0.0151853,0.233042,grmtl,hardstop_scale_num_colors_clamp_003_colors
3.98394,4.0365,4.03211,4.05935,0.546266,grmtl,path_hairline_big_AA_cubic
3.91977,3.93967,3.94053,3.95773,0.316699,grmtl,path_hairline_small_AA_cubic
3.98767,4.02952,4.02311,4.05731,0.597543,grmtl,path_hairline_big_noAA_cubic
3.90019,3.93471,3.93484,3.96575,0.561575,grmtl,path_hairline_small_noAA_cubic
3.386,3.42708,3.41962,3.43681,0.486928,grmtl,path_hairline_big_AA_conic
3.0245,3.04838,3.04944,3.08648,0.65528,grmtl,path_hairline_small_AA_conic
2.56504,2.60233,2.69398,3.4151,9.55044,grmtl,path_hairline_big_AA_quad
2.49483,2.52267,2.52029,2.54979,0.706398,grmtl,path_hairline_small_AA_quad
2.56177,2.5971,2.59324,2.62927,0.79789,grmtl,path_hairline_big_noAA_quad
2.47627,2.5305,2.51206,2.54806,1.19865,grmtl,path_hairline_small_noAA_quad
2.65954,2.70467,2.70256,2.74575,1.15889,grmtl,path_hairline_big_AA_line
2.59829,2.62035,2.61675,2.64181,0.580998,grmtl,path_hairline_small_AA_line
2.68615,2.71298,2.71225,2.75908,0.870227,grmtl,path_hairline_big_noAA_line
2.64329,2.6764,2.67379,2.72671,0.908955,grmtl,path_hairline_small_noAA_line
0.0193941,0.0195538,0.0195606,0.019806,0.581685,grmtl,gradient_create_alpha
0.0183638,0.018514,0.018499,0.0186464,0.455687,grmtl,gradient_create_opaque
0.0213839,0.0215187,0.0214879,0.0216615,0.407199,grmtl,gradient_conical_clamp_shallow
0.0237156,0.0238503,0.0239399,0.0242115,0.802468,grmtl,gradient_conical_clamp_shallow_dither
0.0195869,0.0197409,0.0197265,0.0200062,0.625685,grmtl,gradient_sweep_clamp_shallow
0.022994,0.0233439,0.0233022,0.0234929,0.596043,grmtl,gradient_sweep_clamp_shallow_dither
0.0191861,0.0193581,0.0193647,0.0195693,0.654774,grmtl,gradient_radial1_clamp_shallow
0.0208114,0.0210315,0.021205,0.0228039,2.76274,grmtl,gradient_radial1_clamp_shallow_dither
0.0174413,0.0174808,0.0175244,0.0177211,0.503865,grmtl,gradient_linear_clamp_shallow
0.0206973,0.0208432,0.0208155,0.020982,0.51079,grmtl,gradient_linear_clamp_shallow_dither
0.020195,0.0204431,0.0204038,0.020572,0.617301,grmtl,gradient_conicalOutZero_clamp_3color
0.0206006,0.0207434,0.0207636,0.0210258,0.573392,grmtl,gradient_conicalOutZero_clamp_hicolor
0.02018,0.0202853,0.0202902,0.0204396,0.464934,grmtl,gradient_conicalOutZero_clamp
0.0201821,0.0203426,0.0203687,0.0206232,0.649493,grmtl,gradient_conicalOut_clamp_3color
0.0205921,0.0207383,0.0207703,0.0210129,0.76041,grmtl,gradient_conicalOut_clamp_hicolor
0.0201594,0.0203745,0.0203656,0.020572,0.732522,grmtl,gradient_conicalOut_clamp
0.0201584,0.0203301,0.0202849,0.0204917,0.543022,grmtl,gradient_conicalZero_clamp_3color
0.0207262,0.0259576,0.0246124,0.0261175,9.0262,grmtl,gradient_conicalZero_clamp_hicolor
0.0202318,0.0204418,0.0204056,0.020525,0.468343,grmtl,gradient_conicalZero_clamp
WARNING: Wait failed for flush sync. Timings might not be accurate.
0.0202627,0.0434461,1.03997,10.0764,305.308,grmtl,gradient_conical_clamp_3color
0.0220739,0.0239253,0.0241657,0.0263121,6.95745,grmtl,gradient_conical_clamp_hicolor
0.0220784,0.0227091,0.0227294,0.0240998,2.43364,grmtl,gradient_conical_clamp
0.0181168,0.0197568,0.0195185,0.0207116,3.53084,grmtl,gradient_sweep_clamp_3color
0.0183485,0.018802,0.0187427,0.0194548,1.98704,grmtl,gradient_sweep_clamp_hicolor
0.0177917,0.0179665,0.0179904,0.0187439,1.55327,grmtl,gradient_sweep_clamp
0.017448,0.0176029,0.0175963,0.0178355,0.644404,grmtl,gradient_radial1_repeat
0.0174887,0.0175555,0.0176016,0.0178506,0.766702,grmtl,gradient_radial1_mirror
0.0212829,0.0214697,0.0214653,0.0217169,0.582694,grmtl,gradient_radial1_clamp_oval
0.0174306,0.0175666,0.0175833,0.017697,0.565569,grmtl,gradient_radial1_clamp_scale_0.5
0.0174264,0.017545,0.0175082,0.0176397,0.424383,grmtl,gradient_radial1_clamp_3color
0.0176824,0.0180048,0.017955,0.0181334,0.814318,grmtl,gradient_radial1_clamp_hicolor
0.0174662,0.0176747,0.0176791,0.0179388,0.901574,grmtl,gradient_radial1_clamp
0.0174848,0.0176133,0.0176389,0.0178775,0.781844,grmtl,gradient_linear_mirror_3color
0.0176755,0.0179201,0.0179011,0.018112,0.666474,grmtl,gradient_linear_mirror_hicolor
0.0174799,0.0175953,0.0175838,0.017826,0.578149,grmtl,gradient_linear_mirror
0.0174237,0.0175683,0.0175622,0.0178002,0.766308,grmtl,gradient_linear_repeat_3color
0.017772,0.0178998,0.01792,0.0183184,0.886426,grmtl,gradient_linear_repeat_hicolor
0.0174282,0.0177064,0.0176819,0.0179293,1.04804,grmtl,gradient_linear_repeat
0.017399,0.0176105,0.0176226,0.0178428,0.858551,grmtl,gradient_linear_clamp_pos
0.0174051,0.0176599,0.0176364,0.0180017,1.0402,grmtl,gradient_linear_clamp_3color
0.0177786,0.0179281,0.0179528,0.0181976,0.6622,grmtl,gradient_linear_clamp_hicolor
0.0175082,0.0177171,0.0176934,0.017968,0.847327,grmtl,gradient_linear_clamp
20.4531,20.4828,20.4956,20.576,0.205136,grmtl,canvas_matrix_4x4
20.719,20.7578,20.7699,20.8937,0.284353,grmtl,canvas_matrix_3x3
20.7051,20.7475,20.7463,20.7993,0.150386,grmtl,canvas_matrix_2x3
10.34,10.3668,10.3785,10.4497,0.327937,grmtl,canvas_matrix_scale
11.3889,11.4105,11.4125,11.4717,0.2147,grmtl,canvas_matrix_trans
0.0219821,0.022193,0.022164,0.0223363,0.518658,grmtl,game_trans_full_atlas_drawVerts_aa
0.021993,0.0222917,0.0222653,0.0225067,0.686669,grmtl,game_trans_full_atlas_aa
0.0259027,0.0261698,0.026133,0.0263879,0.573749,grmtl,game_rot_full_aa
0.0218563,0.0221215,0.0221299,0.0222882,0.563208,grmtl,game_trans_aligned_full_aa
0.0228159,0.022973,0.0229453,0.0231093,0.438991,grmtl,game_trans_full_aa
0.0227803,0.022915,0.022969,0.0232013,0.649964,grmtl,game_scale_full_aa
0.0495143,0.0500605,0.0499959,0.0504743,0.72481,grmtl,game_rot_partial_aa
0.0391081,0.0394878,0.0394629,0.0398456,0.622962,grmtl,game_trans_aligned_partial_aa
0.0422712,0.0426649,0.042679,0.0432881,0.719546,grmtl,game_trans_partial_aa
0.0422203,0.0426257,0.0426208,0.042967,0.602865,grmtl,game_scale_partial_aa
1.52139,1.52649,1.52617,1.53412,0.28081,grmtl,fontcache
0.180141,0.181399,0.181574,0.183452,0.556495,grmtl,samplingoptions_filter_0_mipmap_0
0.178376,0.180213,0.180137,0.181618,0.617302,grmtl,samplingoptions_filter_0_mipmap_1
0.178147,0.179631,0.179713,0.183423,0.843946,grmtl,samplingoptions_filter_0_mipmap_2
0.179879,0.181565,0.181436,0.18286,0.547156,grmtl,samplingoptions_filter_1_mipmap_0
0.178299,0.181127,0.180663,0.18257,0.680972,grmtl,samplingoptions_filter_1_mipmap_1
0.178299,0.17944,0.179285,0.180874,0.449919,grmtl,samplingoptions_filter_1_mipmap_2
0.00964567,0.00966402,0.00967212,0.00973245,0.295925,grmtl,fullscreen_rects
0.0227078,0.0230753,0.0229891,0.0232031,0.73614,grmtl,draw_bitmap_aa_rotate
0.0181923,0.0183292,0.0183566,0.0185366,0.630921,grmtl,draw_bitmap_aa_translate
0.0177163,0.0179016,0.0178891,0.0181305,0.675424,grmtl,draw_bitmap_aa_scale
0.0173221,0.017353,0.0173882,0.0175749,0.472428,grmtl,draw_bitmap_aa_ident
0.0227186,0.0230464,0.0229996,0.0233691,0.990466,grmtl,draw_bitmap_noaa_rotate
0.0203885,0.0204628,0.0204961,0.0207193,0.637261,grmtl,draw_bitmap_noaa_translate
0.0193432,0.0195371,0.019523,0.0197005,0.493717,grmtl,draw_bitmap_noaa_scale
0.0184239,0.0185722,0.0185462,0.0187142,0.48426,grmtl,draw_bitmap_noaa_ident
0.19146,0.20396,0.200969,0.208722,2.95844,grmtl,displacement_full_large
0.1961,0.204605,0.205027,0.216727,2.90486,grmtl,displacement_alpha_large
0.194195,0.20277,0.201123,0.205048,1.90063,grmtl,displacement_zero_large
WARNING: Wait failed for flush sync. Timings might not be accurate.
0.0550245,0.055865,976.669,9766.19,316.21,grmtl,displacement_full_small
0.0601528,0.0699282,0.0713509,0.0930749,14.6562,grmtl,displacement_alpha_small
0.216257,0.221955,0.224831,0.241583,3.77103,grmtl,displacement_zero_small
6.49746,6.71075,6.71775,7.00258,2.27837,grmtl,dashgrid_3_1_bw
6.46058,6.62642,6.61725,6.77925,1.50768,grmtl,dashgrid_3_1_aa
9.62304,9.71046,9.69918,9.73921,0.369671,grmtl,dashgrid_1_1_bw
9.65208,10.3932,10.4587,11.1277,4.29888,grmtl,dashgrid_1_1_aa
10.0321,10.444,10.3406,10.5457,1.80426,grmtl,giantdashline_diag_2
10.1753,10.3566,10.3906,10.8334,1.76033,grmtl,giantdashline_vert_2
10.1476,10.1978,10.2013,10.2812,0.436847,grmtl,giantdashline_hori_2
7.78546,7.82154,7.82614,7.87067,0.36608,grmtl,giantdashline_diag_0
7.75742,7.82617,7.82459,7.91142,0.765391,grmtl,giantdashline_vert_0
7.76329,7.83413,7.84999,7.99158,0.81234,grmtl,giantdashline_hori_0
0.201522,0.204338,0.21042,0.237042,6.00735,grmtl,drawpointsdash_5_5_aa
0.203598,0.20778,0.207945,0.21391,1.58024,grmtl,drawpointsdash_5_5_bw
0.322328,0.336357,0.389059,0.807435,38.6561,grmtl,drawpointsdash_3_1_aa
0.3138,0.319352,0.321232,0.338721,2.26299,grmtl,drawpointsdash_3_1_bw
0.885472,0.901146,0.901233,0.937451,1.53391,grmtl,drawpointsdash_1_1_aa
0.884653,0.892257,0.893424,0.907778,0.784241,grmtl,drawpointsdash_1_1_bw
0.586991,0.601046,0.598341,0.61406,1.52951,grmtl,dashline_2_circle
0.580514,0.589292,0.589649,0.60325,1.06045,grmtl,dashline_1_circle
0.573208,0.591917,0.592113,0.617583,2.39911,grmtl,dashline_0_circle
0.656838,0.671693,0.669016,0.687573,1.35082,grmtl,dashline_2_square
0.65324,0.664854,0.661396,0.668797,0.899058,grmtl,dashline_1_square
0.687958,0.698568,0.698187,0.714651,1.20587,grmtl,dashline_0_square
0.159595,0.161035,0.160843,0.163121,0.721527,grmtl,makedash_cubic
0.083658,0.0873592,0.0865501,0.0919044,3.04854,grmtl,makedash_quad
0.037588,0.037791,0.0379174,0.0390717,1.20013,grmtl,makedash_poly
0.231644,0.234163,0.233963,0.236858,0.621707,grmtl,dash_4_noclip
0.00277444,0.0028436,0.00283226,0.00285274,1.01437,grmtl,dash_1_clipped
0.842472,0.850146,0.850495,0.858993,0.71136,grmtl,dash_1_noclip
0.0137029,0.0141249,0.0141753,0.0150008,2.27277,grmtl,dash_0_noclip
0.181638,0.1821,0.182074,0.182439,0.144497,grmtl,draw_coverage_true
0.611583,0.61256,0.61277,0.616671,0.231937,grmtl,draw_coverage_false
0.0284895,0.0291369,0.0290813,0.0293336,0.804748,grmtl,colorfilter_matrix_runtime
0.0201393,0.0203607,0.0203459,0.0205662,0.607798,grmtl,colorfilter_src_runtime
0.0190662,0.0191783,0.0192171,0.0193953,0.590372,grmtl,colorfilter_gaussian
0.0210065,0.021155,0.0211635,0.0214261,0.576098,grmtl,colorfilter_overdraw
0.0242847,0.0248853,0.0247903,0.025119,0.913082,grmtl,colorfilter_highcontrast
0.0228453,0.0229214,0.0229709,0.0231726,0.487677,grmtl,colorfilter_lerp_src
0.0215707,0.021735,0.021748,0.0220404,0.62141,grmtl,colorfilter_compose_src
0.0198075,0.0199382,0.0199777,0.0204135,0.948248,grmtl,colorfilter_matrix_hsla
0.0205321,0.0207132,0.0207343,0.0211235,0.777309,grmtl,colorfilter_matrix_rgba
0.0205675,0.0208333,0.0209104,0.0217357,1.69487,grmtl,colorfilter_srgb_to_linear
0.0212783,0.0220559,0.0219078,0.0225828,1.84022,grmtl,colorfilter_linear_to_srgb
0.0208783,0.021071,0.0210741,0.0214446,0.769366,grmtl,colorfilter_blend_srcover
0.0205692,0.0208893,0.0208518,0.0211315,0.802949,grmtl,colorfilter_blend_src
0.0189718,0.0191513,0.0191667,0.0195083,0.840649,grmtl,colorfilter_none
0.019988,0.0201668,0.0201572,0.0203862,0.592672,grmtl,filteredrect_runtimecolorfilter
0.0175027,0.0176118,0.0175984,0.0177513,0.458857,grmtl,filteredrect_imagefilter
0.0139156,0.0139632,0.0140085,0.0141449,0.695316,grmtl,filteredrect_colorfilter
0.0126244,0.0132355,0.0136695,0.01912,14.2433,grmtl,filteredrect_nofilter
1.38997,1.40508,1.40627,1.44369,1.07824,grmtl,clip_strategy_mask_100
0.306133,0.313661,0.313958,0.323727,1.65955,grmtl,clip_strategy_mask_10
0.255018,0.264202,0.264014,0.272289,2.19552,grmtl,clip_strategy_mask_5
0.202007,0.211623,0.211345,0.226802,3.64041,grmtl,clip_strategy_mask_1
0.696071,0.710464,0.71069,0.726637,1.33392,grmtl,clip_strategy_path_100
0.105678,0.106885,0.106864,0.108388,0.657521,grmtl,clip_strategy_path_10
0.0672215,0.0679123,0.0678282,0.0683109,0.481607,grmtl,clip_strategy_path_5
0.0288974,0.0292302,0.0293349,0.0300295,1.31094,grmtl,clip_strategy_path_1
42.6223,42.8295,43.0288,44.3436,1.40845,grmtl,rastertile
2.07914,2.10513,2.10197,2.12478,0.816492,grmtl,chart_bw
2.08136,2.11986,2.17292,2.74451,9.27048,grmtl,chart_aa
0.560422,0.590489,0.589259,0.623734,3.58815,grmtl,blurrectsnonninepatch
0.349551,0.371405,0.368589,0.379795,2.75756,grmtl,blurrectsninepatch
0.222219,0.222496,0.222607,0.223614,0.183846,grmtl,blurrect_boxfilter_20
0.0170237,0.0170777,0.0173184,0.0186378,3.28297,grmtl,blurrect_boxfilter_5
0.138861,0.140278,0.140713,0.145149,1.41026,grmtl,blurrect_direct_20
0.0122499,0.0124202,0.0124108,0.0126429,1.12838,grmtl,blurrect_direct_5
0.00262775,0.0026869,0.00267219,0.00270917,1.24341,grmtl,blurrect_direct_1.50
0.301527,0.301762,0.30202,0.303841,0.228835,grmtl,blurrect_direct_30.50
0.0383256,0.038451,0.0385035,0.0388644,0.539694,grmtl,blurrect_direct_10
0.00346629,0.00346943,0.00347035,0.00347633,0.097807,grmtl,blurrect_direct_2
0.0140373,0.0140678,0.0140775,0.0141282,0.237673,grmtl,blurrect_gaussian_1.50
23.5983,25.1691,24.9138,27.5696,4.95176,grmtl,blurrect_gaussian_30.50
1.0362,1.0402,1.04615,1.07302,1.1515,grmtl,blurrect_gaussian_10
0.023051,0.0232775,0.0232645,0.0233911,0.416784,grmtl,blurrect_gaussian_2
0.0373034,0.0373519,0.0373687,0.037471,0.144646,grmtl,blurrect_boxfilter_1.50
0.503087,0.503458,0.503606,0.5043,0.0863952,grmtl,blurrect_boxfilter_30.50
0.0645304,0.0647067,0.0646885,0.0648312,0.151858,grmtl,blurrect_boxfilter_10
0.101214,0.101286,0.1013,0.101425,0.0600349,grmtl,blurrect_boxfilter_2
0.886292,0.931486,0.924121,0.947826,2.27136,grmtl,blur_image_filter_large_cropped_expanded_80.00_80.00
0.830583,0.881826,0.87764,0.929292,2.92424,grmtl,blur_image_filter_small_cropped_expanded_80.00_80.00
0.542654,0.573525,0.568021,0.582208,2.20753,grmtl,blur_image_filter_large_cropped_expanded_10.00_10.00
0.532383,0.561592,0.557484,0.570771,2.21527,grmtl,blur_image_filter_small_cropped_expanded_10.00_10.00
0.353967,0.362113,0.363082,0.37208,1.76759,grmtl,blur_image_filter_large_cropped_expanded_1.00_1.00
0.270855,0.279952,0.279632,0.289982,2.11544,grmtl,blur_image_filter_small_cropped_expanded_1.00_1.00
0.239927,0.245431,0.248432,0.267845,3.54416,grmtl,blur_image_filter_large_cropped_expanded_0.50_0.50
0.16896,0.181385,0.179258,0.184329,2.91375,grmtl,blur_image_filter_small_cropped_expanded_0.50_0.50
0.234297,0.24292,0.243483,0.258795,3.07711,grmtl,blur_image_filter_large_cropped_expanded_0.00_1.00
0.468379,0.493689,0.492172,0.518227,2.86118,grmtl,blur_image_filter_large_cropped_expanded_0.00_10.00
0.233598,0.241818,0.242468,0.253693,2.51896,grmtl,blur_image_filter_large_cropped_expanded_1.00_0.00
0.469083,0.490784,0.490455,0.513595,3.01341,grmtl,blur_image_filter_large_cropped_expanded_10.00_0.00
0.88,0.918076,0.920541,0.959299,2.87745,grmtl,blur_image_filter_large_cropped_80.00_80.00
0.838458,0.869382,0.867143,0.900854,2.18935,grmtl,blur_image_filter_small_cropped_80.00_80.00
0.539116,0.56188,0.560063,0.577838,2.31429,grmtl,blur_image_filter_large_cropped_10.00_10.00
0.534917,0.559517,0.555951,0.574633,2.20778,grmtl,blur_image_filter_small_cropped_10.00_10.00
0.338069,0.346019,0.348847,0.372803,3.35035,grmtl,blur_image_filter_large_cropped_1.00_1.00
0.253148,0.267842,0.267265,0.277912,2.90037,grmtl,blur_image_filter_small_cropped_1.00_1.00
0.219663,0.236369,0.233334,0.242477,3.43275,grmtl,blur_image_filter_large_cropped_0.50_0.50
0.153731,0.162842,0.161277,0.170282,3.39712,grmtl,blur_image_filter_small_cropped_0.50_0.50
0.221138,0.234373,0.232411,0.242977,2.81092,grmtl,blur_image_filter_large_cropped_0.00_1.00
0.466936,0.476443,0.479356,0.48992,1.66215,grmtl,blur_image_filter_large_cropped_0.00_10.00
