min,median,mean,max,stddev,config,bench
sksl_compiler_baseline: 15264 bytes
sksl_compiler_gpu: 411696 bytes
sksl_compiler_graphite: 1177152 bytes
sksl_compiler_compute: 20320 bytes
sksl_binary_size_gpu: 22605 bytes
sksl_binary_size_graphite: 29961 bytes
sksl_binary_size_compute: 507 bytes
0.223008,0.244371,0.239465,0.261354,5.66749,grmtl,blur_image_filter_large_cropped_1.00_0.00
0.464511,0.488723,0.486253,0.497356,2.07216,grmtl,blur_image_filter_large_cropped_10.00_0.00
0.904333,0.933319,0.933607,0.972361,2.36781,grmtl,blur_image_filter_large_80.00_80.00
0.817646,0.886528,0.883038,0.933187,3.64097,grmtl,blur_image_filter_small_80.00_80.00
0.544092,0.566004,0.561471,0.575008,1.76015,grmtl,blur_image_filter_large_10.00_10.00
0.532142,0.561337,0.557203,0.575604,2.65228,grmtl,blur_image_filter_small_10.00_10.00
0.278597,0.299447,0.296788,0.312509,3.42302,grmtl,blur_image_filter_large_1.00_1.00
0.243788,0.257754,0.259326,0.284129,4.77964,grmtl,blur_image_filter_small_1.00_1.00
0.148609,0.156235,0.156362,0.163922,3.59362,grmtl,blur_image_filter_large_0.50_0.50
0.144042,0.158452,0.155626,0.163296,4.62978,grmtl,blur_image_filter_small_0.50_0.50
0.1454,0.157134,0.15534,0.164326,4.34071,grmtl,blur_image_filter_large_0.00_1.00
0.45175,0.47447,0.475466,0.507746,2.96076,grmtl,blur_image_filter_large_0.00_10.00
0.152116,0.156283,0.156112,0.160802,1.81736,grmtl,blur_image_filter_large_1.00_0.00
0.45328,0.486451,0.482243,0.505735,3.03931,grmtl,blur_image_filter_large_10.00_0.00
0.0148366,0.0149268,0.0149296,0.0150814,0.526228,grmtl,blur_0_none_high_quality
0.529866,0.578514,0.579184,0.607852,3.69464,grmtl,blur_0.50_inner_high_quality
0.537958,0.589268,0.588308,0.632282,4.20941,grmtl,blur_0.50_outer_high_quality
0.553736,0.602875,0.5949,0.620324,3.22572,grmtl,blur_0.50_solid_high_quality
0.395702,0.410337,0.409251,0.423173,2.18761,grmtl,blur_0.50_normal_high_quality
0.981692,1.07211,1.06249,1.11755,4.45478,grmtl,blur_100.50_inner_high_quality
1.03503,1.09108,1.08297,1.15221,3.29508,grmtl,blur_100.50_outer_high_quality
1.04839,1.07046,1.07829,1.11762,2.16029,grmtl,blur_100.50_solid_high_quality
0.984892,1.04343,1.03758,1.09969,2.99807,grmtl,blur_100.50_normal_high_quality
0.651286,0.686849,0.692219,0.750438,4.61166,grmtl,blur_10_inner_high_quality
0.619807,0.681927,0.670566,0.709114,3.91155,grmtl,blur_10_outer_high_quality
0.645656,0.664562,0.667351,0.69512,2.68994,grmtl,blur_10_solid_high_quality
0.607,0.65251,0.640683,0.680964,3.84852,grmtl,blur_10_normal_high_quality
0.56562,0.598903,0.593043,0.619639,3.37082,grmtl,blur_2_inner_high_quality
0.618979,0.641948,0.647284,0.682474,2.89131,grmtl,blur_2_outer_high_quality
0.620474,0.660167,0.65393,0.680568,3.01307,grmtl,blur_2_solid_high_quality
0.407356,0.42433,0.427092,0.451561,3.50739,grmtl,blur_2_normal_high_quality
0.44817,0.490617,0.481512,0.507898,4.1275,grmtl,blur_0.01_inner_high_quality
0.436515,0.468292,0.466156,0.491053,3.14106,grmtl,blur_0.01_outer_high_quality
0.449656,0.469958,0.469415,0.486906,2.40232,grmtl,blur_0.01_solid_high_quality
0.299711,0.320167,0.317479,0.331943,4.02009,grmtl,blur_0.01_normal_high_quality
0.187927,0.189741,0.189587,0.190903,0.545314,grmtl,blendmicro_sprite_Luminosity
0.0144548,0.0146041,0.0145917,0.014732,0.718505,grmtl,blendmicro_rect_Luminosity
0.0246805,0.0248652,0.0248222,0.0249933,0.426723,grmtl,blendmicro_mask_Luminosity
0.188188,0.189823,0.190011,0.192463,0.641758,grmtl,blendmicro_sprite_Color
0.0143863,0.0146219,0.0146437,0.015035,1.20478,grmtl,blendmicro_rect_Color
0.0245486,0.0247414,0.0247661,0.0250723,0.722009,grmtl,blendmicro_mask_Color
0.188052,0.189147,0.188926,0.19056,0.402397,grmtl,blendmicro_sprite_Saturation
0.0144767,0.0145742,0.0145637,0.0146803,0.511421,grmtl,blendmicro_rect_Saturation
0.0244678,0.0246898,0.0246572,0.0250018,0.645651,grmtl,blendmicro_mask_Saturation
0.188377,0.1899,0.189938,0.192173,0.648115,grmtl,blendmicro_sprite_Hue
0.0144771,0.0146254,0.0146091,0.0147648,0.62828,grmtl,blendmicro_rect_Hue
0.0244362,0.0246685,0.0246737,0.0249067,0.722113,grmtl,blendmicro_mask_Hue
0.182065,0.183174,0.183166,0.185449,0.627417,grmtl,blendmicro_sprite_Multiply
0.0135965,0.013712,0.0137269,0.0139081,0.673984,grmtl,blendmicro_rect_Multiply
0.0236738,0.0237058,0.023742,0.0238391,0.295967,grmtl,blendmicro_mask_Multiply
0.181815,0.184414,0.185469,0.199652,2.75801,grmtl,blendmicro_sprite_Exclusion
0.01359,0.0137023,0.0136744,0.0137564,0.426357,grmtl,blendmicro_rect_Exclusion
0.0236532,0.0238159,0.0237917,0.0239591,0.477618,grmtl,blendmicro_mask_Exclusion
0.181801,0.182696,0.18298,0.187406,0.933561,grmtl,blendmicro_sprite_Difference
0.0136253,0.0137376,0.013742,0.0138937,0.671375,grmtl,blendmicro_rect_Difference
0.0237698,0.0240055,0.0240131,0.0245189,0.85418,grmtl,blendmicro_mask_Difference
0.182772,0.184144,0.183753,0.184408,0.334213,grmtl,blendmicro_sprite_SoftLight
0.0136098,0.0137199,0.013693,0.0137826,0.487761,grmtl,blendmicro_rect_SoftLight
0.0236704,0.0238324,0.023818,0.0240521,0.535864,grmtl,blendmicro_mask_SoftLight
0.181842,0.183034,0.183119,0.184893,0.406532,grmtl,blendmicro_sprite_HardLight
0.0136267,0.0137736,0.0137441,0.0138581,0.569644,grmtl,blendmicro_rect_HardLight
0.0237746,0.0238992,0.0239829,0.0245296,0.950427,grmtl,blendmicro_mask_HardLight
0.181625,0.183165,0.183301,0.186985,0.883764,grmtl,blendmicro_sprite_ColorBurn
0.013645,0.013801,0.0137746,0.0139285,0.639658,grmtl,blendmicro_rect_ColorBurn
0.0236574,0.0237868,0.0237534,0.0239275,0.379449,grmtl,blendmicro_mask_ColorBurn
0.181942,0.18356,0.183134,0.18393,0.391327,grmtl,blendmicro_sprite_ColorDodge
0.0135898,0.0137188,0.0137105,0.0138702,0.696038,grmtl,blendmicro_rect_ColorDodge
0.0236445,0.0238903,0.0239252,0.024312,0.894431,grmtl,blendmicro_mask_ColorDodge
0.181792,0.184253,0.183807,0.185383,0.637092,grmtl,blendmicro_sprite_Lighten
0.0140097,0.0142011,0.014184,0.0142868,0.608995,grmtl,blendmicro_rect_Lighten
0.0247531,0.02518,0.0252498,0.0261827,2.02631,grmtl,blendmicro_mask_Lighten
0.191973,0.198244,0.197731,0.203236,1.80712,grmtl,blendmicro_sprite_Darken
0.0147626,0.0151083,0.0151319,0.0156626,1.97821,grmtl,blendmicro_rect_Darken
0.0246018,0.0248939,0.0249297,0.0257005,1.26612,grmtl,blendmicro_mask_Darken
0.194412,0.197357,0.197543,0.203018,1.16055,grmtl,blendmicro_sprite_Overlay
0.0137163,0.0138817,0.0139651,0.014578,1.97713,grmtl,blendmicro_rect_Overlay
0.0239217,0.0240243,0.024061,0.0243321,0.624972,grmtl,blendmicro_mask_Overlay
0.1799,0.181046,0.18104,0.182278,0.47341,grmtl,blendmicro_sprite_Screen
0.0133928,0.0134997,0.0134974,0.0136259,0.602922,grmtl,blendmicro_rect_Screen
0.0234743,0.0236701,0.0236523,0.023845,0.568574,grmtl,blendmicro_mask_Screen
0.179924,0.181818,0.181661,0.183549,0.646552,grmtl,blendmicro_sprite_Modulate
0.0134924,0.0135493,0.0135658,0.0136927,0.422473,grmtl,blendmicro_rect_Modulate
0.0235052,0.0238437,0.0239053,0.0252295,2.05136,grmtl,blendmicro_mask_Modulate
0.182508,0.183272,0.184271,0.191394,1.46628,grmtl,blendmicro_sprite_Plus
0.0136264,0.0143907,0.0142953,0.0152592,3.76846,grmtl,blendmicro_rect_Plus
0.0243127,0.0251425,0.0250817,0.0257743,1.53719,grmtl,blendmicro_mask_Plus
0.188891,0.194841,0.195233,0.201652,1.7142,grmtl,blendmicro_sprite_Xor
0.0137429,0.014363,0.0144364,0.0155647,4.00453,grmtl,blendmicro_rect_Xor
0.0246768,0.0258203,0.0257228,0.026717,2.30336,grmtl,blendmicro_mask_Xor
0.180422,0.18135,0.181211,0.183253,0.497499,grmtl,blendmicro_sprite_DstATop
0.0134215,0.0135346,0.0135282,0.0136804,0.617313,grmtl,blendmicro_rect_DstATop
0.0235727,0.02377,0.0237364,0.0239333,0.601207,grmtl,blendmicro_mask_DstATop
0.179625,0.181233,0.181415,0.183519,0.683612,grmtl,blendmicro_sprite_SrcATop
0.0134548,0.0136456,0.0136249,0.0137972,0.651263,grmtl,blendmicro_rect_SrcATop
0.0235536,0.0240942,0.0242181,0.0255383,2.71287,grmtl,blendmicro_mask_SrcATop
0.179954,0.18155,0.1816,0.183296,0.72948,grmtl,blendmicro_sprite_DstOut
0.0134641,0.0135998,0.0136102,0.0137193,0.583987,grmtl,blendmicro_rect_DstOut
0.0235891,0.023891,0.0238373,0.0240536,0.6237,grmtl,blendmicro_mask_DstOut
0.17911,0.180975,0.180657,0.181974,0.473693,grmtl,blendmicro_sprite_SrcOut
0.0134595,0.0135489,0.0135506,0.0136228,0.351535,grmtl,blendmicro_rect_SrcOut
0.0236079,0.0238385,0.0240851,0.0254742,2.6183,grmtl,blendmicro_mask_SrcOut
0.180201,0.180856,0.181344,0.183115,0.587446,grmtl,blendmicro_sprite_DstIn
0.0135263,0.0136334,0.0137476,0.0145026,2.24279,grmtl,blendmicro_rect_DstIn
0.0234929,0.0236545,0.0236672,0.0238685,0.552006,grmtl,blendmicro_mask_DstIn
0.179783,0.181601,0.181493,0.183295,0.668321,grmtl,blendmicro_sprite_SrcIn
0.0134575,0.0135146,0.0135161,0.0136458,0.424557,grmtl,blendmicro_rect_SrcIn
0.0236368,0.0253917,0.0247958,0.0258601,3.82562,grmtl,blendmicro_mask_SrcIn
0.181063,0.183455,0.183271,0.187139,1.08705,grmtl,blendmicro_sprite_DstOver
0.0134293,0.0135515,0.0135531,0.0136775,0.50146,grmtl,blendmicro_rect_DstOver
0.0235512,0.0237376,0.0237062,0.0240122,0.635086,grmtl,blendmicro_mask_DstOver
0.179006,0.180372,0.180568,0.182735,0.671065,grmtl,blendmicro_sprite_SrcOver
0.013343,0.0134466,0.0134371,0.0135536,0.576627,grmtl,blendmicro_rect_SrcOver
0.0233472,0.0233953,0.0234488,0.0236586,0.478761,grmtl,blendmicro_mask_SrcOver
0.00231854,0.00232882,0.00232725,0.00233478,0.233885,grmtl,blendmicro_sprite_Dst
5.83323e-05,5.84416e-05,5.84593e-05,5.86618e-05,0.158786,grmtl,blendmicro_rect_Dst
0.000852129,0.000854,0.000854158,0.000860549,0.285247,grmtl,blendmicro_mask_Dst
0.168243,0.169592,0.169672,0.172049,0.695868,grmtl,blendmicro_sprite_Src
0.0124501,0.0125619,0.0125521,0.012677,0.645443,grmtl,blendmicro_rect_Src
0.0234709,0.0236772,0.0239457,0.0252261,2.34442,grmtl,blendmicro_mask_Src
0.169051,0.171382,0.171917,0.178385,1.64754,grmtl,blendmicro_sprite_Clear
0.0127715,0.0128845,0.0128935,0.0130488,0.740878,grmtl,blendmicro_rect_Clear
0.0238802,0.0243497,0.0243503,0.0247728,1.13469,grmtl,blendmicro_mask_Clear
2.8631,2.9565,2.94401,3.10269,2.39416,grmtl,bigpath_right_round
2.83977,2.88935,2.92269,3.17087,3.47085,grmtl,bigpath_middle_round
2.82365,2.8566,2.85815,2.88933,0.816899,grmtl,bigpath_left_round
2.81329,2.87675,2.86857,2.90238,0.90662,grmtl,bigpath_right
2.83933,2.85923,2.86088,2.87954,0.439335,grmtl,bigpath_middle
2.88452,3.02375,3.00405,3.09037,1.99917,grmtl,bigpath_left
0.0166314,0.0169608,0.0169091,0.0170479,0.70751,grmtl,draw_stroke_bezier_cubic_round_miter_50
0.0166764,0.0169537,0.0169035,0.0170221,0.68578,grmtl,draw_stroke_bezier_cubic_square_bevel_10
0.0154463,0.0156545,0.0156386,0.0158271,0.847088,grmtl,draw_stroke_bezier_cubic_butt_round_2
0.0162641,0.0164609,0.0164887,0.01674,0.921562,grmtl,draw_stroke_bezier_quad_round_miter_50
0.0171342,0.0176536,0.0178208,0.020335,5.12719,grmtl,draw_stroke_bezier_quad_square_bevel_10
0.0152165,0.0162382,0.0163087,0.0183309,7.26074,grmtl,draw_stroke_bezier_quad_butt_round_2
0.434792,0.43799,0.437711,0.440656,0.480737,grmtl,colorPattern_obaqueBitMap_alphaBitmap_rect
0.436913,0.442163,0.442576,0.453778,1.04829,grmtl,colorPattern_alphaBitmap_alphaBitmap_rect
0.422746,0.425608,0.426122,0.431292,0.696518,grmtl,colorPattern_obaqueBitMap_obaqueBitMap_rect
0.547004,0.554,0.55667,0.568329,1.60704,grmtl,colorPattern_obaqueBitMap_alphaBitmap_path
0.535593,0.548403,0.548036,0.574028,1.89763,grmtl,colorPattern_alphaBitmap_alphaBitmap_path
0.525758,0.553267,0.543391,0.5597,2.64421,grmtl,colorPattern_obaqueBitMap_obaqueBitMap_path
0.394904,0.400981,0.401381,0.40624,0.816408,grmtl,colorPattern_white_blue_path
0.395183,0.398298,0.397921,0.401494,0.500671,grmtl,colorPattern_blue_blue_path
0.393532,0.398433,0.397672,0.405256,0.875822,grmtl,colorPattern_white_white_path
2.74367,2.75621,2.75664,2.76954,0.331502,grmtl,nested_aaclip_AA
2.76254,2.78179,2.77881,2.80696,0.511263,grmtl,nested_aaclip_BW
0.0326456,0.03293,0.0329866,0.0335588,0.851446,grmtl,aaclip_path_AA
0.0198674,0.0331593,0.0525111,0.273551,148.595,grmtl,aaclip_path_BW
0.0175823,0.0312117,0.0257133,0.032206,26.4568,grmtl,aaclip_rect_AA
0.0289859,0.0292227,0.0292134,0.0294416,0.534146,grmtl,aaclip_rect_BW
0.0374074,0.0440845,0.0435792,0.0534155,9.99729,grmtl,aaclip_setregion
0.0481145,0.0482378,0.0482882,0.0486098,0.339415,grmtl,aaclip_build_path_AA
0.0224889,0.0225265,0.0225883,0.0231734,0.92338,grmtl,aaclip_build_path_BW
0.00558483,0.00562519,0.0056195,0.00565083,0.429086,grmtl,aaclip_build_rect_AA
0.000136021,0.000137248,0.000137897,0.000142799,1.5439,grmtl,aaclip_build_rect_BW
1.65356,1.6646,1.69684,1.75901,2.90469,grmtl,GM_paragraph__underline_visitor
0.782018,0.788714,0.787845,0.793655,0.436543,grmtl,GM_paragraph__visitor
28.2161,28.2637,28.312,28.7818,0.601587,grmtl,GM_paragraph__underline
31.4212,31.6222,32.0057,33.1241,2.2951,grmtl,GM_paragraph_layout_
12.1178,12.1736,12.1764,12.2309,0.292481,grmtl,GM_paragraph_
2.23762,2.25628,2.25406,2.27672,0.578288,grmtl,GM_varied_text_clipped_lcd
2.18089,2.19222,2.19228,2.20731,0.414632,grmtl,GM_varied_text_ignorable_clip_lcd
2.23556,2.2464,2.24618,2.26801,0.44219,grmtl,GM_varied_text_clipped_no_lcd
2.17417,2.18601,2.18673,2.2064,0.476084,grmtl,GM_varied_text_ignorable_clip_no_lcd
2.31746,2.33594,2.34045,2.39237,0.88433,grmtl,GM_user_typeface
0.020903,0.021037,0.0212567,0.0225658,2.42792,grmtl,GM_spiral_rt
0.0720032,0.0728075,0.0728196,0.0736237,0.654069,grmtl,GM_threshold_rt
0.0161775,0.0162439,0.0163058,0.0166764,0.937396,grmtl,GM_runtime_shader
0.226472,0.228899,0.229192,0.235248,1.05006,grmtl,GM_runtimefunctions
12.7541,12.7962,12.7951,12.8247,0.182933,grmtl,GM_simple-polygon-offset
3.80285,3.83288,3.83107,3.85817,0.444459,grmtl,GM_convex-polygon-inset
3.28731,3.52183,3.50957,3.67927,3.43088,grmtl,GM_matrixconvolution_biggest
3.2781,3.42912,3.41892,3.55308,2.56611,grmtl,GM_matrixconvolution_bigger
3.08579,3.3696,3.33306,3.4846,3.44259,grmtl,GM_matrixconvolution_big_color
3.2255,3.39717,3.38252,3.47423,2.22609,grmtl,GM_matrixconvolution_big
2.60729,2.8444,2.86782,3.06354,4.99616,grmtl,GM_matrixconvolution_color
2.64771,2.82237,2.80783,2.96506,3.67351,grmtl,GM_matrixconvolution
25.9479,26.4534,26.3882,26.8629,1.11683,grmtl,GM_savelayer_with_backdrop
7.73575,8.02054,8.00748,8.28338,1.90357,grmtl,GM_imageblurrepeatmode
6.77071,6.94679,6.98318,7.34504,2.27894,grmtl,GM_imageblurclampmode
1.64004,1.72871,1.73238,1.82665,2.82466,grmtl,GM_hdr-pip-blur
0.0192671,0.0193803,0.0193446,0.0194453,0.346052,grmtl,GM_radial_gradient3_nodither
0.0225591,0.0226877,0.0226589,0.0227808,0.32136,grmtl,GM_radial_gradient3
96.1101,96.269,96.5325,98.2763,0.681156,grmtl,GM_drawregion
275.758,276.241,276.545,279.251,0.376021,grmtl,GM_dashing5_bw
276.241,276.743,276.857,277.771,0.16428,grmtl,GM_dashing5_aa
1.43166,1.47147,1.47045,1.53742,2.08082,grmtl,GM_convex_poly_clip
6.66988,6.70625,6.80827,7.18808,2.669,grmtl,GM_convex-lineonly-paths-stroke-and-fill
4.7724,4.80225,4.82553,4.94758,1.24889,grmtl,GM_convex-lineonly-paths
0.582569,0.588269,0.590377,0.613796,1.5908,grmtl,GM_circular-clips
13.3462,13.8257,13.7335,14.2785,2.42983,grmtl,GM_simpleblurroundrect
4.64998,4.93125,4.92938,5.11108,2.55422,grmtl,GM_blur_ignore_xform_rrect
0.299672,0.30273,0.301932,0.303767,0.522579,grmtl,GM_blur_ignore_xform_rect
0.323378,0.325495,0.325531,0.3275,0.454068,grmtl,GM_blur_ignore_xform_circle
25.5109,28.4272,29.2166,34.1675,10.5973,grmtl,GM_blurcircles2
0.543525,0.548367,0.549782,0.5675,1.26786,grmtl,GM_blurcircles
7.22767,7.3795,7.38797,7.65867,1.84151,grmtl,GM_animated-tiled-image-blur
12.008,12.2082,12.2081,12.442,1.10513,grmtl,GM_animated-image-blurs
